CONCEPT_ID,ICD10code,description,body_system,Progressive,code_heading,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,standard_code,standard_name
35206132,C18.2,Malignant neoplasm of ascending colon,malignancy,n/a,C1,Malignant neoplasm of ascending colon,Condition,ICD10CM,4247719,Primary malignant neoplasm of ascending colon
35206133,C18.3,Malignant neoplasm of hepatic flexure,malignancy,n/a,C1,Malignant neoplasm of hepatic flexure,Condition,ICD10CM,438979,Primary malignant neoplasm of hepatic flexure of colon
35206134,C18.4,Malignant neoplasm of transverse colon,malignancy,n/a,C1,Malignant neoplasm of transverse colon,Condition,ICD10CM,432257,Primary malignant neoplasm of transverse colon
35206135,C18.5,Malignant neoplasm of splenic flexure,malignancy,n/a,C1,Malignant neoplasm of splenic flexure,Condition,ICD10CM,437798,Primary malignant neoplasm of splenic flexure of colon
35206136,C18.6,Malignant neoplasm of descending colon,malignancy,n/a,C1,Malignant neoplasm of descending colon,Condition,ICD10CM,441800,Primary malignant neoplasm of descending colon
35206137,C18.7,Malignant neoplasm of sigmoid colon,malignancy,n/a,C1,Malignant neoplasm of sigmoid colon,Condition,ICD10CM,436635,Primary malignant neoplasm of sigmoid colon
35206138,C18.8,Malignant neoplasm of overlapping sites of colon,malignancy,n/a,C1,Malignant neoplasm of overlapping sites of colon,Condition,ICD10CM,79740,Overlapping malignant neoplasm of colon
35206139,C18.9,"Malignant neoplasm of colon, unspecified",malignancy,n/a,C1,"Malignant neoplasm of colon, unspecified",Condition,ICD10CM,197500,Primary malignant neoplasm of colon
35206140,C19,Malignant neoplasm of rectosigmoid junction,malignancy,n/a,C1,Malignant neoplasm of rectosigmoid junction,Condition,ICD10CM,438699,Primary malignant neoplasm of rectosigmoid junction
35206141,C20,Malignant neoplasm of rectum,malignancy,n/a,C2,Malignant neoplasm of rectum,Condition,ICD10CM,74582,Primary malignant neoplasm of rectum
35206142,C21.0,"Malignant neoplasm of anus, unspecified",malignancy,n/a,C2,"Malignant neoplasm of anus, unspecified",Condition,ICD10CM,80045,Primary malignant neoplasm of anus
35206143,C21.1,Malignant neoplasm of anal canal,malignancy,n/a,C2,Malignant neoplasm of anal canal,Condition,ICD10CM,436348,Primary malignant neoplasm of anal canal
35206144,C21.2,Malignant neoplasm of cloacogenic zone,malignancy,n/a,C2,Malignant neoplasm of cloacogenic zone,Condition,ICD10CM,4003675,Primary malignant neoplasm of cloacogenic zone
35206145,C21.8,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",malignancy,n/a,C2,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",Condition,ICD10CM,438090,"Overlapping malignant neoplasm of rectum, anus and anal canal"
35206146,C22.0,Liver cell carcinoma,malignancy,n/a,C2,Liver cell carcinoma,Condition,ICD10CM,4001171,Liver cell carcinoma
35206147,C22.1,Intrahepatic bile duct carcinoma,malignancy,n/a,C2,Intrahepatic bile duct carcinoma,Condition,ICD10CM,4001664,Intrahepatic bile duct carcinoma
35206148,C22.2,Hepatoblastoma,malignancy,n/a,C2,Hepatoblastoma,Condition,ICD10CM,4001172,Hepatoblastoma
35206149,C22.3,Angiosarcoma of liver,malignancy,n/a,C2,Angiosarcoma of liver,Condition,ICD10CM,4003021,Angiosarcoma of liver
35206150,C22.4,Other sarcomas of liver,malignancy,n/a,C2,Other sarcomas of liver,Condition,ICD10CM,4115271,Sarcoma of liver
35206151,C22.7,Other specified carcinomas of liver,malignancy,n/a,C2,Other specified carcinomas of liver,Condition,ICD10CM,4001171,Liver cell carcinoma
35206152,C22.9,"Malignant neoplasm of liver, not specified as primary or secondary",malignancy,n/a,C2,"Malignant neoplasm of liver, not specified as primary or secondary",Condition,ICD10CM,4246127,Malignant neoplasm of liver
35206153,C23,Malignant neoplasm of gallbladder,malignancy,n/a,C2,Malignant neoplasm of gallbladder,Condition,ICD10CM,197806,Primary malignant neoplasm of gallbladder
35206154,C24.0,Malignant neoplasm of extrahepatic bile duct,malignancy,n/a,C2,Malignant neoplasm of extrahepatic bile duct,Condition,ICD10CM,40486896,Primary malignant neoplasm of extrahepatic bile duct
35206155,C24.1,Malignant neoplasm of ampulla of Vater,malignancy,n/a,C2,Malignant neoplasm of ampulla of Vater,Condition,ICD10CM,441225,Primary malignant neoplasm of ampulla of Vater
35206156,C24.8,Malignant neoplasm of overlapping sites of biliary tract,malignancy,n/a,C2,Malignant neoplasm of overlapping sites of biliary tract,Condition,ICD10CM,198695,Overlapping malignant neoplasm of biliary tract
35206157,C24.9,"Malignant neoplasm of biliary tract, unspecified",malignancy,n/a,C2,"Malignant neoplasm of biliary tract, unspecified",Condition,ICD10CM,194589,Primary malignant neoplasm of biliary tract
35206158,C25.0,Malignant neoplasm of head of pancreas,malignancy,n/a,C2,Malignant neoplasm of head of pancreas,Condition,ICD10CM,440649,Primary malignant neoplasm of head of pancreas
35206159,C25.1,Malignant neoplasm of body of pancreas,malignancy,n/a,C2,Malignant neoplasm of body of pancreas,Condition,ICD10CM,434293,Primary malignant neoplasm of body of pancreas
35206160,C25.2,Malignant neoplasm of tail of pancreas,malignancy,n/a,C2,Malignant neoplasm of tail of pancreas,Condition,ICD10CM,432843,Primary malignant neoplasm of tail of pancreas
35206161,C25.3,Malignant neoplasm of pancreatic duct,malignancy,n/a,C2,Malignant neoplasm of pancreatic duct,Condition,ICD10CM,433423,Primary malignant neoplasm of pancreatic duct
35206162,C25.4,Malignant neoplasm of endocrine pancreas,malignancy,n/a,C2,Malignant neoplasm of endocrine pancreas,Condition,ICD10CM,25486,Primary malignant neoplasm of islets of Langerhans
35206163,C25.7,Malignant neoplasm of other parts of pancreas,malignancy,n/a,C2,Malignant neoplasm of other parts of pancreas,Condition,ICD10CM,199754,Primary malignant neoplasm of pancreas
35206164,C25.8,Malignant neoplasm of overlapping sites of pancreas,malignancy,n/a,C2,Malignant neoplasm of overlapping sites of pancreas,Condition,ICD10CM,192261,Overlapping malignant neoplasm of pancreas
35206165,C25.9,"Malignant neoplasm of pancreas, unspecified",malignancy,n/a,C2,"Malignant neoplasm of pancreas, unspecified",Condition,ICD10CM,199754,Primary malignant neoplasm of pancreas
35206166,C26.0,"Malignant neoplasm of intestinal tract, part unspecified",malignancy,n/a,C2,"Malignant neoplasm of intestinal tract, part unspecified",Condition,ICD10CM,195482,Primary malignant neoplasm of intestinal tract
35206167,C26.1,Malignant neoplasm of spleen,malignancy,n/a,C2,Malignant neoplasm of spleen,Condition,ICD10CM,193418,Primary malignant neoplasm of spleen
35206168,C26.9,Malignant neoplasm of ill-defined sites within the digestive system,malignancy,n/a,C2,Malignant neoplasm of ill-defined sites within the digestive system,Condition,ICD10CM,435485,Primary malignant neoplasm of ill-defined site
35206168,C26.9,Malignant neoplasm of ill-defined sites within the digestive system,malignancy,n/a,C2,Malignant neoplasm of ill-defined sites within the digestive system,Condition,ICD10CM,4179720,Primary malignant neoplasm of gastrointestinal tract
35206169,C30.0,Malignant neoplasm of nasal cavity,malignancy,n/a,C3,Malignant neoplasm of nasal cavity,Condition,ICD10CM,438367,Primary malignant neoplasm of nasal cavity
35206170,C30.1,Malignant neoplasm of middle ear,malignancy,n/a,C3,Malignant neoplasm of middle ear,Condition,ICD10CM,4247336,Primary malignant neoplasm of middle ear
35206171,C31.0,Malignant neoplasm of maxillary sinus,malignancy,n/a,C3,Malignant neoplasm of maxillary sinus,Condition,ICD10CM,137800,Primary malignant neoplasm of maxillary sinus
35206172,C31.1,Malignant neoplasm of ethmoidal sinus,malignancy,n/a,C3,Malignant neoplasm of ethmoidal sinus,Condition,ICD10CM,140046,Primary malignant neoplasm of ethmoidal sinus
35206173,C31.2,Malignant neoplasm of frontal sinus,malignancy,n/a,C3,Malignant neoplasm of frontal sinus,Condition,ICD10CM,132258,Primary malignant neoplasm of frontal sinus
35206174,C31.3,Malignant neoplasm of sphenoid sinus,malignancy,n/a,C3,Malignant neoplasm of sphenoid sinus,Condition,ICD10CM,136639,Primary malignant neoplasm of sphenoidal sinus
35206175,C31.8,Malignant neoplasm of overlapping sites of accessory sinuses,malignancy,n/a,C3,Malignant neoplasm of overlapping sites of accessory sinuses,Condition,ICD10CM,259748,Primary malignant neoplasm of accessory sinus
35206175,C31.8,Malignant neoplasm of overlapping sites of accessory sinuses,malignancy,n/a,C3,Malignant neoplasm of overlapping sites of accessory sinuses,Condition,ICD10CM,253977,Overlapping malignant neoplasm of accessory sinuses
35206176,C31.9,"Malignant neoplasm of accessory sinus, unspecified",malignancy,n/a,C3,"Malignant neoplasm of accessory sinus, unspecified",Condition,ICD10CM,4054513,Neoplasm of accessory sinus
35206177,C32.0,Malignant neoplasm of glottis,malignancy,n/a,C3,Malignant neoplasm of glottis,Condition,ICD10CM,260336,Primary malignant neoplasm of glottis
35206178,C32.1,Malignant neoplasm of supraglottis,malignancy,n/a,C3,Malignant neoplasm of supraglottis,Condition,ICD10CM,261514,Primary malignant neoplasm of supraglottis
35206179,C32.2,Malignant neoplasm of subglottis,malignancy,n/a,C3,Malignant neoplasm of subglottis,Condition,ICD10CM,259755,Primary malignant neoplasm of subglottis
35206180,C32.3,Malignant neoplasm of laryngeal cartilage,malignancy,n/a,C3,Malignant neoplasm of laryngeal cartilage,Condition,ICD10CM,436352,Primary malignant neoplasm of laryngeal cartilage
35206181,C32.8,Malignant neoplasm of overlapping sites of larynx,malignancy,n/a,C3,Malignant neoplasm of overlapping sites of larynx,Condition,ICD10CM,22839,Overlapping malignant neoplasm of larynx
35206182,C32.9,"Malignant neoplasm of larynx, unspecified",malignancy,n/a,C3,"Malignant neoplasm of larynx, unspecified",Condition,ICD10CM,26052,Primary malignant neoplasm of larynx
35206183,C33,Malignant neoplasm of trachea,malignancy,n/a,C3,Malignant neoplasm of trachea,Condition,ICD10CM,432262,Primary malignant neoplasm of trachea
35206184,C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",malignancy,n/a,C3,"Malignant neoplasm of middle lobe, bronchus or lung",Condition,ICD10CM,256646,"Primary malignant neoplasm of middle lobe, bronchus or lung"
35206185,C37,Malignant neoplasm of thymus,malignancy,n/a,C3,Malignant neoplasm of thymus,Condition,ICD10CM,438368,Primary malignant neoplasm of thymus
35206186,C38.0,Malignant neoplasm of heart,malignancy,n/a,C3,Malignant neoplasm of heart,Condition,ICD10CM,316644,Primary malignant neoplasm of heart
35206187,C38.1,Malignant neoplasm of anterior mediastinum,malignancy,n/a,C3,Malignant neoplasm of anterior mediastinum,Condition,ICD10CM,432844,Primary malignant neoplasm of anterior mediastinum
35206188,C38.2,Malignant neoplasm of posterior mediastinum,malignancy,n/a,C3,Malignant neoplasm of posterior mediastinum,Condition,ICD10CM,435487,Primary malignant neoplasm of posterior mediastinum
35206189,C38.3,"Malignant neoplasm of mediastinum, part unspecified",malignancy,n/a,C3,"Malignant neoplasm of mediastinum, part unspecified",Condition,ICD10CM,438693,Primary malignant neoplasm of mediastinum
35206190,C38.4,Malignant neoplasm of pleura,malignancy,n/a,C3,Malignant neoplasm of pleura,Condition,ICD10CM,78093,Primary malignant neoplasm of pleura
35206191,C38.8,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",malignancy,n/a,C3,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",Condition,ICD10CM,321234,"Overlapping malignant neoplasm of heart, mediastinum and pleura"
35206192,C39.0,"Malignant neoplasm of upper respiratory tract, part unspecified",malignancy,n/a,C3,"Malignant neoplasm of upper respiratory tract, part unspecified",Condition,ICD10CM,252840,Primary malignant neoplasm of upper respiratory tract
35206193,C39.9,"Malignant neoplasm of lower respiratory tract, part unspecified",malignancy,n/a,C3,"Malignant neoplasm of lower respiratory tract, part unspecified",Condition,ICD10CM,4334322,Malignant neoplasm of lower respiratory tract
35206194,C41.0,Malignant neoplasm of bones of skull and face,malignancy,n/a,C41,Malignant neoplasm of bones of skull and face,Condition,ICD10CM,4246802,Primary malignant neoplasm of bone of skull
35206195,C41.1,Malignant neoplasm of mandible,malignancy,n/a,C41,Malignant neoplasm of mandible,Condition,ICD10CM,379756,Primary malignant neoplasm of mandible
35206196,C41.2,Malignant neoplasm of vertebral column,malignancy,n/a,C41,Malignant neoplasm of vertebral column,Condition,ICD10CM,75488,Primary malignant neoplasm of vertebral column
35206197,C41.3,"Malignant neoplasm of ribs, sternum and clavicle",malignancy,n/a,C41,"Malignant neoplasm of ribs, sternum and clavicle",Condition,ICD10CM,438977,Primary malignant neoplasm of ribs and/or sternum and/or clavicle
35206198,C41.4,"Malignant neoplasm of pelvic bones, sacrum and coccyx",malignancy,n/a,C41,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Condition,ICD10CM,4246141,Primary malignant neoplasm of pelvic bone
35206199,C41.9,"Malignant neoplasm of bone and articular cartilage, unspecified",malignancy,n/a,C41,"Malignant neoplasm of bone and articular cartilage, unspecified",Condition,ICD10CM,76914,Primary malignant neoplasm of bone
35206200,C43.0,Malignant melanoma of lip,malignancy,n/a,C43,Malignant melanoma of lip,Condition,ICD10CM,136915,Primary malignant neoplasm of skin of lip
35206200,C43.0,Malignant melanoma of lip,malignancy,n/a,C43,Malignant melanoma of lip,Condition,ICD10CM,4089860,Malignant melanoma of lip
35206201,C43.4,Malignant melanoma of scalp and neck,malignancy,n/a,C43,Malignant melanoma of scalp and neck,Condition,ICD10CM,4157456,Primary malignant neoplasm of skin head and neck
35206201,C43.4,Malignant melanoma of scalp and neck,malignancy,n/a,C43,Malignant melanoma of scalp and neck,Condition,ICD10CM,4095592,Malignant melanoma of scalp and/or neck
35206202,C43.8,Malignant melanoma of overlapping sites of skin,malignancy,n/a,C43,Malignant melanoma of overlapping sites of skin,Condition,ICD10CM,133419,Overlapping malignant melanoma of skin
35206203,C43.9,"Malignant melanoma of skin, unspecified",malignancy,n/a,C43,"Malignant melanoma of skin, unspecified",Condition,ICD10CM,141232,Malignant melanoma of skin
35206203,C43.9,"Malignant melanoma of skin, unspecified",malignancy,n/a,C43,"Malignant melanoma of skin, unspecified",Condition,ICD10CM,139750,Primary malignant neoplasm of skin
35206213,C46.0,Kaposi's sarcoma of skin,malignancy,n/a,C46,Kaposi's sarcoma of skin,Condition,ICD10CM,258981,Kaposi's sarcoma of skin
35206214,C46.1,Kaposi's sarcoma of soft tissue,malignancy,n/a,C46,Kaposi's sarcoma of soft tissue,Condition,ICD10CM,375479,Kaposi's sarcoma of soft tissue
35206215,C46.2,Kaposi's sarcoma of palate,malignancy,n/a,C46,Kaposi's sarcoma of palate,Condition,ICD10CM,140958,Kaposi's sarcoma of palate
35206216,C46.3,Kaposi's sarcoma of lymph nodes,malignancy,n/a,C46,Kaposi's sarcoma of lymph nodes,Condition,ICD10CM,312846,Kaposi's sarcoma of lymph nodes
35206217,C46.7,Kaposi's sarcoma of other sites,malignancy,n/a,C46,Kaposi's sarcoma of other sites,Condition,ICD10CM,434584,Kaposi's sarcoma (clinical)
35206218,C46.9,"Kaposi's sarcoma, unspecified",malignancy,n/a,C46,"Kaposi's sarcoma, unspecified",Condition,ICD10CM,434584,Kaposi's sarcoma (clinical)
35206219,C47.0,"Malignant neoplasm of peripheral nerves of head, face and neck",malignancy,n/a,C47,"Malignant neoplasm of peripheral nerves of head, face and neck",Condition,ICD10CM,4095892,"Malignant neoplasm of peripheral nerves of head, face and neck"
35206220,C47.3,Malignant neoplasm of peripheral nerves of thorax,malignancy,n/a,C47,Malignant neoplasm of peripheral nerves of thorax,Condition,ICD10CM,4094262,Malignant neoplasm of peripheral nerve of thorax
35206221,C47.4,Malignant neoplasm of peripheral nerves of abdomen,malignancy,n/a,C47,Malignant neoplasm of peripheral nerves of abdomen,Condition,ICD10CM,4091621,Malignant neoplasm of peripheral nerve of abdomen
35206222,C47.5,Malignant neoplasm of peripheral nerves of pelvis,malignancy,n/a,C47,Malignant neoplasm of peripheral nerves of pelvis,Condition,ICD10CM,4097284,Malignant neoplasm of peripheral nerve of pelvis
35206223,C47.6,"Malignant neoplasm of peripheral nerves of trunk, unspecified",malignancy,n/a,C47,"Malignant neoplasm of peripheral nerves of trunk, unspecified",Condition,ICD10CM,4003179,Primary malignant neoplasm of peripheral nerves of trunk
35206224,C47.8,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,malignancy,n/a,C47,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Condition,ICD10CM,4002343,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system
